Runde,Wo,Tag,Datum,Uhrzeit,Heim,xG,Ergebnis,xG,Auswärts,Zuschauerzahl,Spielort,Schiedsrichter,Spielbericht,Hinweise
Final,,Wed,2023-05-31,21:00,Sevilla es,,,,it Roma,,Puskás Aréna,,Head-to-Head,
